0.01 0.0 0.0
0.03 0.0 0.0
0.05 0.0 0.0
0.07 0.0 0.0
0.09 0.0 0.0
0.11 0.0 0.0
0.13 0.0 0.0
0.15 0.0 0.0
0.17 0.0 0.0
0.19 0.0 0.0
0.21 0.0 0.0
0.23 0.0 0.0
0.25 0.0 0.0
0.27 0.0 0.0
0.29 0.0 0.0
0.31 0.0 0.0
0.33 0.0 0.0
0.35000000000000003 0.0 0.0
0.37 0.0 0.0
0.39 0.0 0.0
0.41000000000000003 0.0 0.0
0.43 0.0 0.0
0.45 0.0 0.0
0.47000000000000003 0.0 0.0
0.49 0.0 0.0
0.51 0.0 0.0
0.53 0.0 0.0
0.55 0.0 0.0
0.5700000000000001 0.0 0.0
0.59 0.0 0.0
0.61 0.0 0.0
0.63 0.0 0.0
0.65 0.0 0.0
0.67 0.0 0.0
0.6900000000000001 0.0 0.0
0.71 0.0 0.0
0.73 0.0 0.0
0.75 0.0 0.0
0.77 0.0 0.0
0.79 0.0 0.0
0.81 0.0 0.0
0.8300000000000001 0.0 0.0
0.85 0.0 0.0
0.87 0.0 0.0
0.89 0.0 0.0
0.91 0.0 0.0
0.93 0.0 0.0
0.9500000000000001 0.0 0.0
0.97 0.0 0.0
0.99 0.0 0.0
1.01 0.0 0.0
1.03 0.0 0.0
1.05 0.0 0.0
1.07 0.0 0.0
1.09 0.0 0.0
1.11 0.0 0.0
1.1300000000000001 0.0 0.0
1.1500000000000001 0.0 0.0
1.17 0.0 0.0
1.19 0.0 0.0
1.21 0.0 0.0
1.23 0.0 0.0
1.25 0.0 0.0
1.27 0.0 0.0
1.29 0.0 0.0
1.31 0.0 0.0
1.33 0.0 0.0
1.35 0.0 0.0
1.37 0.0 0.0
1.3900000000000001 0.0 0.0
1.41 0.0 0.0
1.43 0.0 0.0
1.45 0.0 0.0
1.47 0.0 0.0
1.49 0.0 0.0
1.51 0.0 0.0
1.53 0.0 0.0
1.55 0.0 0.0
1.57 0.0 0.0
1.59 0.0 0.0
1.61 0.0 0.0
1.6300000000000001 0.0 0.0
1.6500000000000001 0.0 0.0
1.67 0.0 0.0
1.69 0.0 0.0
1.71 0.0 0.0
1.73 0.0 0.0
1.75 0.0 0.0
1.77 0.0 0.0
1.79 0.0 0.0
1.81 0.0 0.0
1.83 0.0 0.0
1.85 0.0 0.0
1.87 0.0 0.0
1.8900000000000001 0.0 0.0
1.9100000000000001 0.0 0.0
1.93 0.0 0.0
1.95 0.0 0.0
1.97 0.0 0.0
1.99 0.0 0.0
2.0100000000000002 0.0 0.0
2.0300000000000002 0.0 0.0
2.05 0.0 0.0
2.07 0.0 0.0
2.09 0.0 0.0
2.11 0.0 0.0
2.13 0.0 0.0
2.15 0.0 0.0
2.17 0.0 0.0
2.19 0.0 0.0
2.21 0.0038307382768863053 0.000234375
2.23 0.010032890854179344 0.000859375
2.25 0.10348088353597429 0.0074218750000000005
2.27 0.6366195308790419 0.048515625
2.29 2.558087661879599 0.2165625
2.31 6.429300282245485 0.646328125
2.33 10.9420630665441 1.39046875
2.35 14.34892094743008 2.383125
2.37 11.237582507168865 3.173828125
2.39 7.0957276601092945 3.6815625
2.41 3.0312589510159382 3.902109375
2.43 1.0403272383416713 3.9790625
2.45 0.2368912417061064 3.996875
2.47 0.034756127003527086 3.99953125
2.49 0.00502941778386921 3.999921875
2.5100000000000002 0.0 3.999921875
2.5300000000000002 0.0009743285619501513 4.0
2.5500000000000003 0.0 4.0
2.57 0.0 4.0
2.59 0.0 4.0
2.61 0.0 4.0
2.63 0.0 4.0
2.65 0.0 4.0
2.67 0.0 4.0
2.69 0.0 4.0
2.71 0.0 4.0
2.73 0.0 4.0
2.75 0.0 4.0
2.77 0.0 4.0
2.79 0.0 4.0
2.81 0.0 4.0
2.83 0.0 4.0
2.85 0.0 4.0
2.87 0.0 4.0
2.89 0.0 4.0
2.91 0.0 4.0
2.93 0.0 4.0
2.95 0.0 4.0
2.97 0.0 4.0
2.99 0.0 4.0
3.0100000000000002 0.0 4.0
3.0300000000000002 0.0 4.0
3.0500000000000003 0.0 4.0
3.0700000000000003 0.0 4.0
3.09 0.0 4.0
3.11 0.0 4.0
3.13 0.0 4.0
3.15 0.0 4.0
3.17 0.0 4.0
3.19 0.0 4.0
3.21 0.0 4.0
3.23 0.0 4.0
3.25 0.0 4.0
3.27 0.0 4.0
3.29 0.0 4.0
3.31 0.0 4.0
3.33 0.0 4.0
3.35 0.0 4.0
3.37 0.0 4.0
3.39 0.0 4.0
3.41 0.0 4.0
3.43 0.0 4.0
3.45 0.0 4.0
3.47 0.0 4.0
3.49 0.0 4.0
3.5100000000000002 0.0 4.0
3.5300000000000002 0.0 4.0
3.5500000000000003 0.0 4.0
3.5700000000000003 0.0 4.0
3.59 0.0 4.0
3.61 0.0009571130083289615 4.00015625
3.63 0.0052062746416358385 4.001015625
3.65 0.018256878668402327 4.0040625
3.67 0.05556441938312261 4.0134375
3.69 0.1593948136347281 4.040625
3.71 0.4784799952035646 4.123125
3.73 1.1255809816080993 4.319296875
3.75 2.28353706271474 4.7215625
3.77 4.049231481863758 5.4425
3.79 6.094577584044466 6.539140625
3.81 8.216304465975272 8.033203125
3.83 9.524811331895338 9.7834375
3.85 10.7439051189618 11.778359375
3.87 8.082188984199206 13.2946875
3.89 6.082003360827193 14.447578125
3.91 3.9790282945562834 15.209609375
3.93 2.259645991926005 15.646796875
3.95 1.0784389480000103 15.857578125
3.97 0.4566385944120546 15.947734375
3.99 0.17667641530947772 15.98296875
4.01 0.06050394473240138 15.99515625
4.03 0.01996830023089067 15.99921875
4.05 0.003802224963098477 16.0
4.07 0.0 16.0
4.09 0.0 16.0
4.11 0.0 16.0
4.13 0.0 16.0
4.15 0.0 16.0
4.17 0.0 16.0
4.19 0.0 16.0
4.21 0.0 16.0
4.23 0.00034855169097327925 16.000078125
4.25 0.0006905578586029311 16.000234375
4.2700000000000005 0.003420520470177861 16.001015625
4.29 0.0057607932395634725 16.00234375
4.3100000000000005 0.030215927352076597 16.009375
4.33 0.08216164506826701 16.028671875
4.3500000000000005 0.21357207382559434 16.079296875
4.37 0.4826802621174246 16.194765625
4.39 0.9879745342713797 16.43328125
4.41 1.8092721424185951 16.8740625
4.43 2.884581960294907 17.583203125
4.45 4.227756133935814 18.631953125
4.47 5.466300653112776 20.00015625
4.49 6.197592354376662 21.5653125
4.51 7.231540502431713 23.407890625
4.53 5.656763288053274 24.86203125
4.55 4.544939804751126 26.040703125
4.57 3.2319400994243574 26.88625
4.59 2.023600293308224 27.4203125
4.61 1.1259990006749123 27.720078125
4.63 0.6060038041684139 27.8828125
4.65 0.27256743738627903 27.956640625000002
4.67 0.10552143268469044 27.98546875
4.69 0.036292122148821215 27.99546875
4.71 0.012931952558181947 27.9990625
4.73 0.0016725421052893978 27.99953125
4.75 0.0013820726772271453 27.999921875000002
4.7700000000000005 0.0 27.999921875000002
4.79 0.0002718172911218584 28.0
4.8100000000000005 0.0 28.0
4.83 0.0 28.0
4.8500000000000005 0.0 28.0
4.87 0.0 28.0
4.89 0.0 28.0
4.91 0.0 28.0
4.93 0.0 28.0
4.95 0.0 28.0
4.97 0.0 28.0
4.99 0.0 28.0
5.01 0.0 28.0
5.03 0.0 28.0
5.05 0.0 28.0
5.07 0.0 28.0
5.09 0.0 28.0
5.11 0.0 28.0
5.13 0.0 28.0
5.15 0.0 28.0
5.17 0.00046665627034414667 28.00015625
5.19 0.0002315333122474422 28.000234375
5.21 0.0016083138353519867 28.00078125
5.23 0.007296167727304207 28.00328125
5.25 0.022853408339957054 28.011171875000002
5.2700000000000005 0.059507658235540384 28.031875
5.29 0.13594608695813262 28.079531250000002
5.3100000000000005 0.2767046719559615 28.177265625
5.33 0.5007478525297069 28.35546875
5.3500000000000005 0.8530459676800668 28.661328125
5.37 1.2751378563083036 29.121953125
5.39 1.6913824097563972 29.7375
5.41 2.025163729670617 30.48
5.43 2.493592915359137 31.401015625
5.45 1.998065307825658 32.144453125
5.47 1.709178628309426 32.785078125
5.49 1.277734233045254 33.2675
5.51 0.869136699787672 33.598046875
5.53 0.5263637912817472 33.7996875
5.55 0.2834590565406198 33.9090625
5.57 0.13749724063270205 33.9625
5.59 0.05668171718709865 33.9846875
5.61 0.027148330181938757 33.995390625
5.63 0.007673545956782759 33.9984375
5.65 0.0019536708144942926 33.99921875
5.67 0.0015519301011058004 33.999843750000004
5.69 0.0013484094823543965 34.000390625
5.71 0.004590788859347007 34.002265625
5.73 0.014816091645121359 34.008359375
5.75 0.04168740718175427 34.025625
5.7700000000000005 0.12363476629890115 34.0771875
5.79 0.2983977488963578 34.2025
5.8100000000000005 0.6004535339316394 34.45640625
5.83 1.1405706930347104 34.94203125
5.8500000000000005 1.8065154860719859 35.716484375
5.87 2.673511234125903 36.87046875
5.89 3.3563098611289894 38.3290625
5.91 4.319080276513198 40.218828125
5.93 3.6937343355464742 41.8459375
5.95 3.2352312593019383 43.280703125
5.97 2.455907957981394 44.3771875
5.99 1.6648285781842982 45.12546875
6.01 1.004726252840477 45.580078125
